reference_number,reading_date,vendor,outdoor_temp_c,flow_temp_c,return_temp_c,dhw_actual_c,electrical_energy_kwh,thermal_energy_kwh,compressor_starts,defrost_cycles,error_code_raw,status_raw
TH-02236,2026-06-19,B,19.2,,,,4212.0,,8,0,6021,0
TH-02238,2026-06-19,B,19.2,,,,7746.4,,9,0,6021,0
TH-02239,2026-06-19,B,19.2,,,,17182.9,,5,0,7702,2
TH-02240,2026-06-19,B,19.2,,,,8024.2,,9,0,,0
TH-02242,2026-06-19,B,19.2,,,,14315.5,,10,0,,0
TH-02243,2026-06-19,B,19.2,,,,11654.0,,8,0,6021,0
TH-02245,2026-06-19,B,19.2,,,,14905.1,,8,0,6021,0
TH-02246,2026-06-19,B,19.2,,,,15926.3,,7,0,,0
TH-02247,2026-06-19,B,19.2,,,,5453.8,,8,0,6021,0
TH-02248,2026-06-19,B,19.2,,,,23257.9,,14,0,,0
TH-02249,2026-06-19,B,19.2,,,,6870.4,,9,0,6021,0
TH-02251,2026-06-19,B,19.2,,,,24427.6,,8,0,6021,0
TH-02255,2026-06-19,B,19.2,,,,12903.2,,9,0,6021,0
TH-02256,2026-06-19,B,19.2,33.1,27.0,,7821.6,,8,0,,0
TH-02257,2026-06-19,B,19.2,,,,21251.0,,8,0,,0
TH-02258,2026-06-19,B,19.2,,,,10327.5,,9,0,6021,0
TH-02259,2026-06-19,B,19.2,,,,12263.6,,12,0,,0
TH-02260,2026-06-19,B,19.2,,,,7312.6,,5,0,6021,0
TH-02262,2026-06-19,B,19.2,,,,9154.9,,7,0,6021,0
TH-02265,2026-06-19,B,19.2,,,,22564.9,,8,0,,0
TH-02267,2026-06-19,B,19.2,,,,11511.7,,11,0,6021,0
TH-02269,2026-06-19,B,19.2,,,,12372.2,,14,0,,0
TH-02271,2026-06-19,B,19.2,,,,4918.3,,6,0,,0
TH-02272,2026-06-19,B,19.2,,,,24825.4,,5,0,,0
TH-02273,2026-06-19,B,19.2,,,,19780.9,,6,0,,0
TH-02275,2026-06-19,B,19.2,,,,12316.8,,8,0,6021,0
TH-02277,2026-06-19,B,19.2,,,,17855.9,,10,0,7702,2
TH-02278,2026-06-19,B,19.2,,,,14793.4,,9,0,,0
TH-02279,2026-06-19,B,19.2,,,,21063.7,,11,0,,0
TH-02280,2026-06-19,B,19.2,,,,17690.9,,9,0,6021,0
TH-02281,2026-06-19,B,19.2,,,,4233.0,,8,0,,0
TH-02283,2026-06-19,B,19.2,,,,21321.7,,7,0,,0
TH-02285,2026-06-19,B,19.2,,,,12798.7,,9,0,,0
TH-02286,2026-06-19,B,19.2,,,,7550.0,,15,0,,0
TH-02288,2026-06-19,B,19.2,,,,5409.6,,8,0,6021,0
TH-02290,2026-06-19,B,19.2,,,,7288.9,,11,0,6021,0
th-02019,2026-06-19,A,19.2,32.6,26.6,48.5,1.15,4.2,4,0,,ok
th-02038,2026-06-19,A,19.2,32.2,27.5,52.2,1.52,4.8,5,0,,ok
th-02046,2026-06-19,A,19.2,32.4,27.0,52.5,1.12,4.0,14,0,,OK
th-02125,2026-06-19,A,19.2,31.4,24.2,50.8,1.13,4.3,8,0,,OK
th-02146,2026-06-19,B,19.2,,,,24482.1,,9,0,6021,0
th-02153,2026-06-19,B,19.2,,,,19003.2,,16,0,6021,0
th-02204,2026-06-19,B,19.2,,,,5156.7,,9,0,,0
th-02213,2026-06-19,B,19.2,,,,9298.8,,8,0,,0
th-02244,2026-06-19,B,19.2,,,,16848.8,,7,0,6021,0
th-02250,2026-06-19,B,19.2,,,,11157.3,,10,0,,0
th-02270,2026-06-19,B,19.2,,,,21909.4,,9,0,,0
th-02287,2026-06-19,B,19.2,,,,17998.7,,8,0,,0
 TH-02002,2026-06-20,A,20.6,32.0,27.2,50.8,0.9,3.9,10,0,,OK
 TH-02009,2026-06-20,A,20.6,32.1,27.3,49.8,1.75,5.5,9,0,,OK
 TH-02049,2026-06-20,A,20.6,33.3,26.0,51.5,1.13,4.8,9,0,,ok
 TH-02061,2026-06-20,A,20.6,33.0,27.0,53.0,1.19,4.4,7,0,,ok
 TH-02071,2026-06-20,A,20.6,32.0,24.6,52.4,1.67,5.6,5,0,,OK
 TH-02084,2026-06-20,A,20.6,33.5,28.7,50.2,1.31,4.2,5,0,,OK
 TH-02133,2026-06-20,A,20.6,33.4,26.2,52.3,1.08,4.3,7,0,,OK
 TH-02140,2026-06-20,A,20.6,30.9,25.7,50.9,1.84,6.5,3,0,,ok
 TH-02165,2026-06-20,B,20.6,,,,15085.9,,13,0,6021,0
 TH-02204,2026-06-20,B,20.6,,,,5158.7,,14,0,,0
 TH-02234,2026-06-20,B,20.6,32.9,27.1,,13266.2,,8,0,6021,0
 TH-02265,2026-06-20,B,20.6,,,,22566.3,,11,0,,0
 TH-02266,2026-06-20,B,20.6,,,,16087.5,,4,0,,0
 TH-02279,2026-06-20,B,20.6,,,,21065.7,,8,0,,0
TH-02001,2026-06-20,A,20.6,32.1,26.9,52.5,1.09,3.9,10,0,E-317,warn
TH-02004,2026-06-20,A,20.6,33.1,27.1,49.8,1.52,4.8,6,0,,ok
TH-02005,2026-06-20,A,20.6,31.6,26.3,52.1,1.73,5.8,5,0,,ok
TH-02006,2026-06-20,A,20.6,31.2,24.6,52.6,1.56,4.9,5,0,,OK
TH-02007,2026-06-20,A,20.6,33.1,27.2,49.8,1.9,7.3,5,0,,ok
TH-02008,2026-06-20,A,20.6,31.7,27.0,47.9,1.62,5.9,8,0,,ok
TH-02011,2026-06-20,A,20.6,32.9,27.4,51.3,0.98,3.3,13,0,,ok
TH-02012,2026-06-20,A,20.6,30.6,23.5,52.9,1.06,4.5,12,0,,ok
TH-02015,2026-06-20,A,20.6,31.3,26.8,49.1,1.34,4.2,7,0,E-505,OK
TH-02016,2026-06-20,A,20.6,32.6,26.8,50.7,1.54,6.4,7,0,,OK
TH-02017,2026-06-20,A,20.6,30.8,24.6,49.2,1.69,6.9,10,0,,ok
TH-02019,2026-06-20,A,20.6,31.6,26.3,49.8,1.96,7.4,11,0,,OK
TH-02020,2026-06-20,A,20.6,30.6,25.9,47.2,0.96,4.2,11,0,,ok
TH-02021,2026-06-20,A,20.6,33.0,26.6,47.2,1.49,6.3,7,0,,ok
TH-02023,2026-06-20,A,20.6,30.7,25.5,46.3,1.95,7.2,13,0,,ok
TH-02025,2026-06-20,A,20.6,31.6,26.3,52.6,0.75,3.0,11,0,,ok
TH-02028,2026-06-20,A,20.6,31.6,24.3,49.1,2.02,6.9,10,0,,ok
TH-02030,2026-06-20,A,20.6,31.0,26.4,49.6,1.92,7.1,14,0,,ok
TH-02031,2026-06-20,A,20.6,30.6,24.3,51.4,2.3,7.4,8,0,,OK
TH-02032,2026-06-20,A,20.6,32.5,25.5,46.7,1.33,4.6,10,0,,OK
TH-02033,2026-06-20,A,20.6,32.8,25.5,49.2,0.84,3.5,6,0,,ok
TH-02034,2026-06-20,A,20.6,30.7,24.1,49.2,0.89,3.9,8,0,,OK
TH-02035,2026-06-20,A,20.6,30.9,25.2,49.0,0.77,3.2,7,0,,OK
TH-02037,2026-06-20,A,20.6,30.9,25.1,47.7,1.35,5.9,5,0,,OK
TH-02038,2026-06-20,A,20.6,31.3,25.2,49.7,1.14,5.0,7,0,,OK
TH-02040,2026-06-20,A,20.6,33.2,26.9,47.3,2.01,7.5,7,0,,ok
TH-02044,2026-06-20,A,20.6,31.8,26.6,47.7,1.68,6.2,5,0,,OK
TH-02046,2026-06-20,A,20.6,32.6,27.4,47.3,1.52,5.2,5,0,,OK
TH-02047,2026-06-20,A,20.6,31.6,24.7,50.7,2.12,6.8,9,0,,OK
TH-02048,2026-06-20,A,20.6,32.1,25.4,52.8,1.87,6.0,10,0,,ok
TH-02050,2026-06-20,A,20.6,33.3,27.8,50.2,1.19,4.8,6,0,,ok
TH-02051,2026-06-20,A,20.6,31.7,26.1,51.2,1.38,4.8,7,0,,ok
TH-02052,2026-06-20,A,20.6,32.7,27.4,52.1,0.74,3.1,8,0,,ok
TH-02054,2026-06-20,A,20.6,31.7,26.3,46.9,1.1,3.9,17,0,,OK
TH-02055,2026-06-20,A,20.6,33.3,27.6,50.5,1.39,5.8,10,0,,OK
TH-02056,2026-06-20,A,20.6,32.4,26.8,49.1,2.06,7.0,7,0,,OK
TH-02062,2026-06-20,A,20.6,32.9,26.9,52.8,1.11,4.7,10,0,,ok
TH-02063,2026-06-20,A,20.6,31.1,24.0,47.0,1.49,4.9,11,0,,OK
TH-02065,2026-06-20,A,20.6,31.2,24.2,49.1,1.96,6.1,9,0,,OK
TH-02068,2026-06-20,A,20.6,32.6,28.0,52.8,1.06,4.3,7,0,,OK
TH-02072,2026-06-20,A,20.6,31.4,24.4,50.5,1.81,6.9,12,0,,OK
TH-02073,2026-06-20,A,20.6,31.6,25.9,51.6,1.87,6.1,12,0,,ok
TH-02074,2026-06-20,A,20.6,30.7,24.2,52.0,1.06,3.7,9,0,,OK
TH-02075,2026-06-20,A,20.6,31.1,25.5,46.6,1.71,7.3,12,0,,ok
TH-02078,2026-06-20,A,20.6,33.3,26.7,51.5,1.3,5.0,7,0,,ok
TH-02080,2026-06-20,A,20.6,31.3,25.2,50.1,1.83,6.5,10,0,,ok
TH-02081,2026-06-20,A,20.6,30.9,24.4,47.8,1.44,5.1,9,0,,ok
TH-02083,2026-06-20,A,20.6,32.2,26.4,49.4,1.18,4.2,11,0,,OK
TH-02086,2026-06-20,A,20.6,31.3,25.2,48.4,0.87,3.3,15,0,,OK
TH-02087,2026-06-20,A,20.6,33.1,26.2,51.5,1.07,4.4,8,0,,ok
TH-02090,2026-06-20,A,20.6,32.8,26.5,48.8,0.89,3.9,11,0,,ok
TH-02091,2026-06-20,A,20.6,32.1,26.9,50.2,1.12,3.8,13,0,,OK
TH-02093,2026-06-20,A,20.6,31.3,26.0,52.1,0.97,3.9,12,0,,ok
TH-02094,2026-06-20,A,20.6,32.0,24.7,46.8,1.76,6.8,6,0,,OK
TH-02095,2026-06-20,A,20.6,32.0,27.0,47.4,1.43,6.0,6,0,,OK
TH-02097,2026-06-20,A,20.6,32.2,25.8,52.1,0.75,3.1,2,0,,ok
TH-02098,2026-06-20,A,20.6,33.1,26.4,51.7,1.13,3.9,11,0,,OK
TH-02099,2026-06-20,A,20.6,32.9,27.9,49.3,1.66,6.5,8,0,,OK
TH-02101,2026-06-20,A,20.6,32.2,25.3,52.1,1.78,7.2,10,0,,ok
TH-02109,2026-06-20,A,20.6,31.5,25.6,49.3,1.64,5.9,2,0,,ok
TH-02111,2026-06-20,A,20.6,30.9,26.3,52.5,0.92,3.5,8,0,,OK
TH-02112,2026-06-20,A,20.6,31.7,25.6,46.9,1.54,5.7,7,0,,OK
TH-02114,2026-06-20,A,20.6,31.1,24.1,52.3,2.34,7.4,9,0,,ok
TH-02120,2026-06-20,A,20.6,33.0,25.7,50.7,1.11,4.1,7,0,,ok
TH-02121,2026-06-20,A,20.6,30.8,23.4,47.7,0.89,3.6,5,0,,ok
TH-02122,2026-06-20,A,20.6,32.4,26.2,46.1,2.18,7.1,7,0,,OK
TH-02124,2026-06-20,A,20.6,31.9,25.8,47.2,0.95,3.4,11,0,,OK
TH-02126,2026-06-20,A,20.6,31.2,26.4,49.0,0.76,3.1,4,0,,OK
TH-02129,2026-06-20,A,20.6,31.4,26.4,47.6,1.21,4.1,8,0,,OK
TH-02130,2026-06-20,A,20.6,32.2,24.8,46.3,0.91,3.8,8,0,,ok
TH-02132,2026-06-20,A,20.6,31.6,26.8,48.3,1.29,4.2,9,0,,OK
TH-02134,2026-06-20,A,20.6,33.1,27.7,49.1,2.08,6.7,6,0,,ok
TH-02135,2026-06-20,A,20.6,32.7,27.9,52.3,0.77,3.2,2,0,,OK
TH-02136,2026-06-20,A,20.6,32.2,25.2,49.6,1.6,6.0,7,0,,ok
TH-02137,2026-06-20,A,20.6,31.0,26.4,50.8,1.01,3.4,9,0,,ok
TH-02138,2026-06-20,A,20.6,33.1,27.6,52.0,1.39,5.7,7,0,,OK
TH-02139,2026-06-20,A,20.6,33.2,27.8,51.2,1.65,6.0,4,0,,OK
TH-02141,2026-06-20,B,20.6,,,,17148.7,,13,0,,0
TH-02143,2026-06-20,B,20.6,,,,17899.3,,10,0,,0
TH-02144,2026-06-20,B,20.6,,,,12920.6,,8,0,,0
TH-02145,2026-06-20,B,20.6,,,,4791.7,,4,0,,0
TH-02146,2026-06-20,B,20.6,,,,24482.9,,11,0,,0
TH-02148,2026-06-20,B,20.6,,,,12883.9,,7,0,,0
TH-02149,2026-06-20,B,20.6,,,,8056.5,,10,0,,0
TH-02152,2026-06-20,B,20.6,,,,22497.6,,8,0,,0
TH-02153,2026-06-20,B,20.6,,,,19004.9,,12,0,,0
TH-02155,2026-06-20,B,20.6,,,,4469.2,,13,0,6021,0
TH-02158,2026-06-20,B,20.6,,,,7045.8,,10,0,,0
TH-02160,2026-06-20,B,20.6,,,,14918.0,,11,0,,0
TH-02161,2026-06-20,B,20.6,,,,8268.4,,12,0,,0
TH-02162,2026-06-20,B,20.6,,,,14630.5,,13,0,6021,0
TH-02168,2026-06-20,B,20.6,,,,13622.6,,11,0,6021,0
TH-02169,2026-06-20,B,20.6,,,,18442.8,,8,0,6021,0
TH-02170,2026-06-20,B,20.6,,,,11428.0,,5,0,,0
TH-02171,2026-06-20,B,20.6,,,,14051.3,,7,0,,0
TH-02173,2026-06-20,B,20.6,,,,6933.7,,13,0,,0
TH-02175,2026-06-20,B,20.6,,,,12035.7,,8,0,,0
TH-02176,2026-06-20,B,20.6,,,,5396.3,,11,0,,0
TH-02177,2026-06-20,B,20.6,,,,12926.8,,11,0,,0
TH-02178,2026-06-20,B,20.6,,,,19477.9,,12,0,,0
TH-02180,2026-06-20,B,20.6,,,,11584.5,,9,0,6021,0
TH-02181,2026-06-20,B,20.6,,,,18723.3,,10,0,,0
TH-02182,2026-06-20,B,20.6,,,,20931.8,,8,0,,0
TH-02184,2026-06-20,B,20.6,,,,20266.8,,9,0,,0
TH-02185,2026-06-20,B,20.6,32.1,26.9,,25203.3,,4,0,6021,0
TH-02187,2026-06-20,B,20.6,,,,13595.6,,7,0,,0
TH-02188,2026-06-20,B,20.6,,,,24464.8,,14,0,6021,0
TH-02189,2026-06-20,B,20.6,,,,19336.8,,7,0,6021,0
TH-02190,2026-06-20,B,20.6,,,,24653.1,,7,0,,0
TH-02192,2026-06-20,B,20.6,,,,23357.5,,15,0,6021,0
TH-02194,2026-06-20,B,20.6,,,,18991.9,,8,0,6021,0
TH-02196,2026-06-20,B,20.6,,,,25196.0,,4,0,,0
TH-02202,2026-06-20,B,20.6,,,,13798.6,,8,0,,0
TH-02206,2026-06-20,B,20.6,,,,17373.0,,7,0,,0
TH-02207,2026-06-20,B,20.6,,,,13655.2,,12,0,6021,0
TH-02213,2026-06-20,B,20.6,,,,9300.8,,13,0,,0
TH-02214,2026-06-20,B,20.6,,,,9105.9,,14,0,6021,0
TH-02215,2026-06-20,B,20.6,,,,18230.9,,10,0,,0
TH-02223,2026-06-20,B,20.6,,,,22215.6,,7,0,,0
TH-02224,2026-06-20,B,20.6,,,,8736.5,,3,0,,0
TH-02226,2026-06-20,B,20.6,,,,9718.9,,9,0,,0
TH-02228,2026-06-20,B,20.6,,,,23916.9,,10,0,,0
TH-02230,2026-06-20,B,20.6,,,,25600.8,,5,0,,0
TH-02231,2026-06-20,B,20.6,,,,7554.9,,4,0,,0
TH-02235,2026-06-20,B,20.6,,,,22655.6,,6,0,,0
TH-02240,2026-06-20,B,20.6,,,,8025.7,,14,0,,0
TH-02242,2026-06-20,B,20.6,,,,14317.2,,4,0,,0
TH-02243,2026-06-20,B,20.6,,,,11654.9,,9,0,6021,0
TH-02244,2026-06-20,B,20.6,,,,16850.3,,9,0,,0
TH-02245,2026-06-20,B,20.6,,,,14906.1,,9,0,,0
TH-02248,2026-06-20,B,20.6,,,,23259.2,,4,0,6021,0
TH-02249,2026-06-20,B,20.6,,,,6872.3,,10,0,,0
TH-02250,2026-06-20,B,20.6,,,,11158.6,,5,0,,0
TH-02251,2026-06-20,B,20.6,,,,24429.6,,10,0,,0
TH-02255,2026-06-20,B,20.6,,,,12905.2,,8,0,,0
TH-02256,2026-06-20,B,20.6,,,,7823.4,,5,0,,0
TH-02257,2026-06-20,B,20.6,,,,21252.4,,8,0,,0
TH-02258,2026-06-20,B,20.6,,,,10328.5,,11,0,,0
TH-02259,2026-06-20,B,20.6,,,,12265.4,,12,0,,0
TH-02260,2026-06-20,B,20.6,,,,7314.4,,12,0,,0
TH-02262,2026-06-20,B,20.6,,,,9156.4,,9,0,6021,0
TH-02267,2026-06-20,B,20.6,,,,11513.2,,7,0,,0
TH-02268,2026-06-20,B,20.6,,,,23797.7,,4,0,6021,0
TH-02269,2026-06-20,B,20.6,,,,12373.0,,7,0,6021,0
TH-02270,2026-06-20,B,20.6,,,,21910.4,,2,0,,0
TH-02272,2026-06-20,B,20.6,,,,24827.0,,8,0,6021,0
TH-02273,2026-06-20,B,20.6,,,,19782.7,,9,0,6021,0
TH-02275,2026-06-20,B,20.6,,,,12317.9,,10,0,,0
TH-02277,2026-06-20,B,20.6,,,,17857.4,,9,0,,0
TH-02278,2026-06-20,B,20.6,,,,14795.0,,9,0,6021,0
TH-02280,2026-06-20,B,20.6,,,,17692.0,,13,0,,0
TH-02281,2026-06-20,B,20.6,,,,4234.2,,7,0,,0
TH-02283,2026-06-20,B,20.6,,,,21323.1,,9,0,6021,0
TH-02285,2026-06-20,B,20.6,,,,12800.8,,7,0,6021,0
TH-02286,2026-06-20,B,20.6,33.4,26.4,,7551.6,,9,0,,0
TH-02288,2026-06-20,B,20.6,,,,5411.1,,7,0,6021,0
TH-02290,2026-06-20,B,20.6,,,,7290.4,,10,0,,0
th-02036,2026-06-20,A,20.6,32.0,24.9,47.1,0.98,4.0,6,0,,ok
th-02045,2026-06-20,A,20.6,32.1,27.0,46.8,1.6,6.6,7,0,,OK
th-02053,2026-06-20,A,20.6,32.3,27.1,46.5,0.87,3.8,6,0,E-211,ok
th-02076,2026-06-20,A,20.6,32.9,26.7,49.9,1.48,5.5,7,0,,OK
th-02077,2026-06-20,A,20.6,32.7,26.7,50.0,0.99,4.1,14,0,,ok
th-02085,2026-06-20,A,20.6,30.7,24.0,49.7,1.52,5.8,8,0,,ok
th-02100,2026-06-20,A,20.6,32.6,27.0,51.2,1.3,5.4,7,0,,ok
th-02103,2026-06-20,A,20.6,33.1,27.2,0,1.27,5.2,7,0,,OK
th-02113,2026-06-20,A,20.6,33.0,28.0,47.3,2.04,6.9,12,0,,OK
th-02118,2026-06-20,A,20.6,33.1,26.1,52.3,0.71,3.1,7,0,E-104,OK
th-02125,2026-06-20,A,20.6,32.4,26.7,51.2,1.67,6.3,4,0,,OK
th-02127,2026-06-20,A,20.6,32.0,26.8,50.5,1.64,6.9,7,0,,ok
th-02159,2026-06-20,B,20.6,,,,12049.9,,6,0,,0
th-02166,2026-06-20,B,20.6,,,,17516.7,,10,0,6021,0
th-02216,2026-06-20,B,20.6,,,,17142.0,,12,0,,0
th-02221,2026-06-20,B,20.6,,,,16173.6,,6,0,6021,0
th-02236,2026-06-20,B,20.6,,,,4213.6,,5,0,6021,0
th-02238,2026-06-20,B,20.6,,,,7747.5,,3,0,,0
th-02239,2026-06-20,B,20.6,33.0,26.4,,17184.7,,10,0,6021,0
th-02246,2026-06-20,B,20.6,,,,15927.3,,10,0,,0
th-02247,2026-06-20,B,20.6,,,,5455.6,,4,0,,0
th-02287,2026-06-20,B,20.6,,,,18000.3,,13,0,6021,0
 TH-02033,2026-06-21,A,11.1,34.4,27.4,48.2,4.59,19.8,8,0,,OK
 TH-02046,2026-06-21,A,11.1,34.1,28.6,50.6,3.72,14.8,5,0,,ok
 TH-02050,2026-06-21,A,11.1,34.2,28.6,50.1,4.35,15.7,9,0,,ok
 TH-02054,2026-06-21,A,11.1,34.3,29.2,48.6,3.45,12.8,6,0,,ok
 TH-02099,2026-06-21,A,11.1,36.5,30.9,51.4,4.39,16.9,8,0,,OK
 TH-02112,2026-06-21,A,11.1,35.2,28.0,47.4,4.96,18.0,10,0,,OK
 TH-02118,2026-06-21,A,11.1,35.6,31.0,48.4,3.93,16.3,12,0,,OK
 TH-02173,2026-06-21,B,11.1,34.4,27.0,,6937.6,,9,0,,0
 TH-02182,2026-06-21,B,11.1,,,,20935.6,,5,0,,0
 TH-02188,2026-06-21,B,11.1,,,,24469.2,,8,0,,0
 TH-02195,2026-06-21,B,11.1,,,,14814.5,,5,0,,0
 TH-02214,2026-06-21,B,11.1,,,,9110.5,,6,0,,0
 TH-02239,2026-06-21,B,11.1,,,,17191.2,,13,0,6021,0
 TH-02268,2026-06-21,B,11.1,,,,23802.0,,7,0,6021,0
 TH-02277,2026-06-21,B,11.1,,,,17861.0,,12,0,,0
 TH-02286,2026-06-21,B,11.1,,,,7557.3,,7,0,6021,0
TH-02001,2026-06-21,A,11.1,36.5,29.8,52.1,4.9,17.7,6,0,,ok
TH-02002,2026-06-21,A,11.1,36.3,30.2,47.3,5.18,18.8,14,0,E-505,ok
TH-02004,2026-06-21,A,11.1,35.0,28.2,48.5,3.41,14.3,7,0,,ok
TH-02005,2026-06-21,A,11.1,34.4,27.1,48.7,4.91,18.9,7,0,,OK
TH-02006,2026-06-21,A,11.1,35.9,30.6,51.2,4.81,20.9,10,0,,OK
TH-02007,2026-06-21,A,11.1,36.8,31.0,48.0,4.61,15.3,11,0,,ok
TH-02008,2026-06-21,A,11.1,34.2,28.2,47.3,5.58,17.5,7,0,,OK
TH-02009,2026-06-21,A,11.1,34.9,29.6,51.9,4.28,17.4,11,0,,OK
TH-02011,2026-06-21,A,11.1,36.1,30.9,50.2,3.93,15.1,12,0,E-317,ok
TH-02015,2026-06-21,A,11.1,34.1,27.7,50.2,5.06,16.3,13,0,,ok
TH-02016,2026-06-21,A,11.1,35.7,28.6,47.6,5.04,16.4,9,0,,ok
TH-02020,2026-06-21,A,11.1,35.6,30.1,49.0,6.76,21.0,11,0,,ok
TH-02028,2026-06-21,A,11.1,35.3,30.3,52.4,3.57,15.1,8,0,,ok
TH-02030,2026-06-21,A,11.1,33.6,26.3,47.4,3.84,16.9,5,0,,ok
TH-02032,2026-06-21,A,11.1,33.5,27.6,51.1,4.15,16.3,6,0,,ok
TH-02034,2026-06-21,A,11.1,34.0,28.2,46.5,4.43,15.3,10,0,,ok
TH-02035,2026-06-21,A,11.1,35.8,28.6,51.0,4.62,15.9,13,0,,ok
TH-02036,2026-06-21,A,11.1,34.2,27.4,52.6,5.66,22.1,9,0,,ok
TH-02038,2026-06-21,A,11.1,34.1,27.6,48.9,4.14,17.2,10,0,,OK
TH-02040,2026-06-21,A,11.1,34.9,29.3,49.4,5.38,19.3,14,0,,ok
TH-02044,2026-06-21,A,11.1,35.9,30.7,51.5,3.36,13.8,14,0,,ok
TH-02045,2026-06-21,A,11.1,36.4,31.4,51.5,4.99,17.1,11,0,,ok
TH-02047,2026-06-21,A,11.1,34.1,29.3,48.0,4.85,16.2,5,0,,OK
TH-02049,2026-06-21,A,11.1,35.6,28.2,51.8,4.8,16.2,7,0,,ok
TH-02051,2026-06-21,A,11.1,36.3,30.7,48.6,4.76,15.2,4,0,,ok
TH-02052,2026-06-21,A,11.1,33.7,29.2,49.3,3.35,14.2,12,0,,ok
TH-02053,2026-06-21,A,11.1,34.5,27.8,47.3,4.56,17.0,10,0,,ok
TH-02055,2026-06-21,A,11.1,35.7,28.6,52.7,3.75,14.4,6,0,,OK
TH-02056,2026-06-21,A,11.1,35.1,27.6,51.1,5.52,17.9,14,0,,ok
TH-02061,2026-06-21,A,11.1,35.0,30.2,47.9,5.14,17.3,11,0,,ok
TH-02062,2026-06-21,A,11.1,34.1,27.9,50.9,5.81,21.3,3,0,E-317,OK
TH-02063,2026-06-21,A,11.1,36.2,30.3,48.1,4.47,15.1,12,0,,ok
TH-02065,2026-06-21,A,11.1,36.7,30.2,49.7,4.85,19.1,8,0,,OK
TH-02068,2026-06-21,A,11.1,33.6,27.7,47.7,4.22,15.9,11,0,,OK
TH-02071,2026-06-21,A,11.1,36.4,29.7,47.1,5.33,20.1,13,0,,ok
TH-02072,2026-06-21,A,11.1,35.2,29.4,52.0,3.44,14.9,3,0,,ok
TH-02073,2026-06-21,A,11.1,34.2,28.1,51.9,4.89,19.8,7,0,,OK
TH-02074,2026-06-21,A,11.1,35.1,28.8,52.4,6.37,20.6,11,0,,OK
TH-02076,2026-06-21,A,11.1,34.8,27.6,50.6,4.15,16.6,12,0,,ok
TH-02078,2026-06-21,A,11.1,34.7,27.2,50.6,4.04,15.8,10,0,,OK
TH-02080,2026-06-21,A,11.1,36.4,31.6,48.4,5.56,21.4,12,0,,OK
TH-02081,2026-06-21,A,11.1,36.1,31.1,48.4,4.78,15.6,14,0,,OK
TH-02083,2026-06-21,A,11.1,34.7,28.7,50.9,5.16,17.5,10,0,,OK
TH-02084,2026-06-21,A,11.1,33.6,26.5,48.6,6.13,19.4,5,0,,ok
TH-02085,2026-06-21,A,11.1,36.4,29.6,52.9,4.37,13.8,10,0,,ok
TH-02086,2026-06-21,A,11.1,35.2,28.2,52.2,6.14,20.8,14,0,,OK
TH-02087,2026-06-21,A,11.1,36.1,30.3,46.5,4.22,15.5,11,0,,ok
TH-02090,2026-06-21,A,11.1,35.5,28.6,46.1,4.89,17.8,9,0,,ok
TH-02091,2026-06-21,A,11.1,33.7,26.4,47.6,3.95,15.0,5,0,,ok
TH-02094,2026-06-21,A,11.1,36.1,30.8,48.9,4.73,16.4,9,0,,OK
TH-02095,2026-06-21,A,11.1,35.7,30.4,47.5,3.92,15.4,4,0,,OK
TH-02097,2026-06-21,A,11.1,33.9,29.0,47.7,4.11,16.6,11,0,,ok
TH-02098,2026-06-21,A,11.1,34.3,28.4,49.1,4.87,19.1,14,0,,OK
TH-02100,2026-06-21,A,11.1,36.6,30.9,48.4,4.96,17.9,10,0,,OK
TH-02101,2026-06-21,A,11.1,35.6,29.6,48.5,3.62,14.4,12,0,,OK
TH-02103,2026-06-21,A,11.1,35.3,29.9,46.5,4.27,16.4,9,0,,ok
TH-02109,2026-06-21,A,11.1,34.2,28.9,51.8,4.96,15.5,7,0,,OK
TH-02113,2026-06-21,A,11.1,36.3,30.2,50.2,4.59,17.3,10,0,,ok
TH-02122,2026-06-21,A,11.1,36.1,28.8,49.6,4.2,14.9,8,0,,OK
TH-02125,2026-06-21,A,11.1,-999,27.5,50.2,4.41,16.0,9,0,,OK
TH-02126,2026-06-21,A,11.1,36.2,29.8,48.1,4.64,19.3,7,0,,OK
TH-02127,2026-06-21,A,11.1,36.1,29.0,47.4,4.89,18.8,12,0,,OK
TH-02129,2026-06-21,A,11.1,36.6,29.9,47.2,4.57,15.8,5,0,,ok
TH-02130,2026-06-21,A,11.1,34.9,28.8,48.1,3.64,15.5,10,0,,ok
TH-02132,2026-06-21,A,11.1,33.8,29.2,51.4,4.56,16.4,13,0,,OK
TH-02133,2026-06-21,A,11.1,35.3,29.4,52.8,4.45,18.2,4,0,,OK
TH-02134,2026-06-21,A,11.1,34.8,27.5,47.4,4.52,19.2,15,0,,OK
TH-02135,2026-06-21,A,11.1,36.8,30.4,52.6,5.77,19.2,7,0,,OK
TH-02136,2026-06-21,A,11.1,36.9,31.3,47.9,4.12,17.4,11,0,,ok
TH-02137,2026-06-21,A,11.1,35.5,28.1,49.1,4.4,17.7,4,0,,ok
TH-02138,2026-06-21,A,11.1,36.1,29.1,49.4,5.15,19.7,7,0,,ok
TH-02139,2026-06-21,A,11.1,34.7,29.1,50.9,5.87,21.4,5,0,,OK
TH-02140,2026-06-21,A,11.1,35.5,28.6,48.3,4.59,18.4,7,0,,ok
